olmogdn24l16d0.1drnestp30k0.0001lr	>> reach max step			eval_len1-100_acc: 1.0		eval_len101-150_acc: 0.9997		eval_len151-200_acc: 0.9651		eval_len201-250_acc: 0.6252		lr: 0.0001
olmogdn24l16d0.1drnestp30k0.0001lr	>> reach max step			eval_len1-100_acc: 1.0		eval_len101-150_acc: 0.9999		eval_len151-200_acc: 0.9798		eval_len201-250_acc: 0.6962		lr: 0.0001
olmogdn24l16d0.1drnestp30k0.0001lr	>> reach max step			eval_len1-100_acc: 1.0		eval_len101-150_acc: 0.9993		eval_len151-200_acc: 0.9844		eval_len201-250_acc: 0.784		lr: 0.0001
olmogdn24l16d0.1drnestp30k0.0001lr	>> reach max step			eval_len1-100_acc: 1.0		eval_len101-150_acc: 0.9997		eval_len151-200_acc: 0.9883		eval_len201-250_acc: 0.7674		lr: 0.0001
olmogdn24l16d0.1drnestp30k0.0001lr	>> reach max step			eval_len1-100_acc: 1.0		eval_len101-150_acc: 0.9999		eval_len151-200_acc: 0.9896		eval_len201-250_acc: 0.7601		lr: 0.0001
olmogdn24l16d0.1drnestp30k0.0001lr	>> reach max step			eval_len1-100_acc: 1.0		eval_len101-150_acc: 0.9946		eval_len151-200_acc: 0.9774		eval_len201-250_acc: 0.7992		lr: 0.0001
olmogdn24l16d0.1drnestp30k0.0001lr	>> reach max step			eval_len1-100_acc: 1.0		eval_len101-150_acc: 1.0		eval_len151-200_acc: 0.9862		eval_len201-250_acc: 0.6434		lr: 0.0001
olmogdn24l16d0.1drnestp30k0.0001lr	>> reach max step			eval_len1-100_acc: 1.0		eval_len101-150_acc: 0.9981		eval_len151-200_acc: 0.9949		eval_len201-250_acc: 0.9219		lr: 0.0001
olmogdn24l16d0.1drnestp30k0.0001lr	>> reach max step			eval_len1-100_acc: 1.0		eval_len101-150_acc: 1.0		eval_len151-200_acc: 0.997		eval_len201-250_acc: 0.8936		lr: 0.0001
olmogdn24l16d0.1drnestp30k0.0001lr	>> reach max step			eval_len1-100_acc: 1.0		eval_len101-150_acc: 1.0		eval_len151-200_acc: 0.9979		eval_len201-250_acc: 0.8737		lr: 0.0001
olmogdn24l16d0.1drnestp30k0.0001lr	>> reach max step			eval_len1-100_acc: 1.0		eval_len101-150_acc: 1.0		eval_len151-200_acc: 0.9991		eval_len201-250_acc: 0.9115		lr: 0.0001
olmogdn24l16d0.1drnestp30k0.0001lr	>> reach max step			eval_len1-100_acc: 1.0		eval_len101-150_acc: 1.0		eval_len151-200_acc: 0.9988		eval_len201-250_acc: 0.9232		lr: 0.0001
olmogdn24l16d0.1drnestp30k0.0001lr	>> reach max step			eval_len1-100_acc: 1.0		eval_len101-150_acc: 1.0		eval_len151-200_acc: 0.9992		eval_len201-250_acc: 0.9181		lr: 0.0001
olmogdn24l16d0.1drnestp30k0.0001lr	>> reach max step			eval_len1-100_acc: 1.0		eval_len101-150_acc: 1.0		eval_len151-200_acc: 0.9988		eval_len201-250_acc: 0.9387		lr: 0.0001
olmogdn24l16d0.1drnestp30k0.0001lr	>> reach max step			eval_len1-100_acc: 1.0		eval_len101-150_acc: 1.0		eval_len151-200_acc: 0.999		eval_len201-250_acc: 0.939		lr: 0.0001
olmogdn24l16d0.1drnestp30k0.0001lr	>> reach max step			eval_len1-100_acc: 1.0		eval_len101-150_acc: 1.0		eval_len151-200_acc: 0.9988		eval_len201-250_acc: 0.9404		lr: 0.0001
